% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=SpectralShapeStatistics blockSize=512 stepSize=512
1.280831e+02,7.555126e+01,-2.566468e-02,-6.752999e+01
1.256882e+02,7.433032e+01,5.178303e-02,-6.685025e+01
1.266172e+02,7.534909e+01,2.481763e-04,-6.546646e+01
1.232584e+02,7.557619e+01,1.477519e-02,-5.916906e+01
1.279101e+02,7.299867e+01,-4.443096e-02,-7.552580e+01
1.235248e+02,7.128117e+01,3.484916e-02,-7.268119e+01
1.296454e+02,7.348737e+01,-6.039231e-02,-7.737672e+01
1.268985e+02,7.655197e+01,6.449992e-02,-6.255233e+01
1.239221e+02,7.198683e+01,1.908114e-02,-7.105301e+01
1.260560e+02,7.414802e+01,1.552354e-03,-6.804655e+01
1.255984e+02,7.256076e+01,4.022209e-02,-7.249727e+01
1.258084e+02,7.553944e+01,7.292642e-02,-6.347951e+01
1.265517e+02,7.448354e+01,3.856639e-02,-6.796322e+01
1.183660e+02,7.530562e+01,1.814099e-01,-5.218805e+01
1.224284e+02,7.326106e+01,6.495381e-02,-6.424038e+01
1.262732e+02,7.340518e+01,9.731289e-03,-7.096086e+01
1.221106e+02,7.497988e+01,3.520634e-02,-5.889855e+01
1.315343e+02,7.428345e+01,-9.167103e-02,-7.841696e+01
1.231634e+02,7.340419e+01,1.251240e-01,-6.508878e+01
1.255717e+02,7.561599e+01,-1.306639e-02,-6.293913e+01
1.294999e+02,7.501853e+01,3.159093e-03,-7.187817e+01
1.255612e+02,7.392611e+01,1.406457e-02,-6.792183e+01
1.280832e+02,7.433179e+01,1.856969e-02,-7.135100e+01
1.312769e+02,7.171035e+01,-5.350473e-02,-8.794323e+01
1.315189e+02,7.455420e+01,-4.673360e-02,-7.741883e+01
1.270370e+02,7.408942e+01,5.723684e-02,-7.013785e+01
1.267819e+02,7.319757e+01,-1.472801e-02,-7.263070e+01
1.258142e+02,7.657278e+01,3.678019e-04,-6.072030e+01
1.295940e+02,7.248604e+01,-5.274892e-02,-8.098295e+01
1.273931e+02,7.288202e+01,-2.415914e-02,-7.489736e+01
1.294724e+02,7.188477e+01,2.047463e-02,-8.310709e+01
1.297758e+02,7.600716e+01,8.282985e-03,-6.918088e+01
1.345595e+02,7.632058e+01,-1.353169e-01,-7.733802e+01
1.263802e+02,7.168448e+01,-2.810219e-02,-7.719342e+01
1.313594e+02,7.186345e+01,-9.082772e-02,-8.745780e+01
1.289415e+02,7.400148e+01,-4.908664e-02,-7.416949e+01
1.286769e+02,7.637605e+01,1.947420e-02,-6.614549e+01
1.222921e+02,7.632543e+01,1.032035e-01,-5.570917e+01
1.207658e+02,7.490472e+01,1.599091e-01,-5.686211e+01
1.275585e+02,7.623040e+01,4.108824e-03,-6.465057e+01
1.285094e+02,7.300573e+01,-4.824420e-03,-7.683483e+01
1.262272e+02,7.594344e+01,-6.412517e-04,-6.315033e+01
1.321745e+02,7.406183e+01,-2.454394e-02,-8.061831e+01
1.312826e+02,7.274015e+01,-2.944296e-02,-8.372043e+01
1.304017e+02,7.424022e+01,-4.833313e-02,-7.622666e+01
1.245761e+02,7.275551e+01,2.667115e-02,-6.974246e+01
1.246550e+02,7.090813e+01,8.329076e-02,-7.633393e+01
1.283281e+02,7.310565e+01,-4.283009e-02,-7.604882e+01
1.276004e+02,7.280960e+01,7.807757e-02,-7.559356e+01
1.266636e+02,7.350081e+01,3.093530e-02,-7.136263e+01
1.269490e+02,7.569408e+01,2.379119e-02,-6.512528e+01
1.292903e+02,7.495844e+01,-5.255784e-02,-7.167599e+01
1.282307e+02,7.089054e+01,-3.711911e-02,-8.430304e+01
1.316882e+02,7.351768e+01,-5.419440e-02,-8.160173e+01
1.259761e+02,7.383473e+01,-2.944848e-02,-6.897955e+01
1.239963e+02,7.400141e+01,7.588230e-02,-6.473755e+01
1.295597e+02,7.416523e+01,-9.458401e-03,-7.482558e+01
1.282030e+02,7.153208e+01,2.962774e-02,-8.168779e+01
1.302340e+02,7.264816e+01,-8.039025e-02,-8.177557e+01
1.229128e+02,7.277701e+01,4.914943e-02,-6.653675e+01
1.273978e+02,7.254988e+01,1.494870e-02,-7.616039e+01
1.296158e+02,7.397784e+01,-5.505894e-02,-7.552009e+01
1.354225e+02,7.722889e+01,-1.171613e-01,-7.585355e+01
