% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=MFCC blockSize=512 stepSize=512
-3.391153e-01,-2.121161e-01,5.524664e-02,-2.457351e-01,-2.880735e-01,6.024289e-01,1.256623e-01,1.887103e-01,2.879028e-01,6.970169e-02,2.634135e-01,5.865613e-01,-8.738676e-02
2.617161e-01,2.859353e-01,2.479514e-01,7.048433e-02,1.480688e-01,-1.108391e-01,-2.833550e-01,-3.189870e-02,8.917075e-02,-9.506082e-02,-2.348586e-01,1.738368e-02,1.682827e-01
2.747707e-01,1.112572e-01,1.979639e-01,2.018328e-01,1.895621e-01,1.178111e-02,-4.436572e-02,-9.021278e-02,-1.089206e-01,-2.189805e-03,-2.618654e-01,-5.340707e-01,-1.721504e-01
5.374532e-01,-8.364451e-02,1.759799e-01,-2.183527e-01,-7.871610e-03,1.805530e-01,-1.457862e-01,-2.570817e-01,-2.567199e-01,9.287002e-02,3.261371e-02,1.322536e-01,1.848057e-01
4.143262e-01,3.144537e-01,-3.646981e-01,-4.892716e-01,-2.211347e-01,-1.930381e-01,-3.973060e-02,1.657107e-01,1.950617e-01,-1.541046e-01,3.136803e-01,4.023747e-01,-2.662057e-02
1.477780e-02,-9.256528e-02,-1.927254e-02,3.744871e-01,1.900824e-01,2.139245e-01,8.758772e-02,-3.245487e-01,-1.680832e-01,3.439085e-02,1.107945e-01,-3.560087e-02,3.847278e-01
1.485532e-01,4.557742e-01,-3.513079e-02,-5.561309e-01,-8.132927e-02,-2.266703e-03,8.357214e-02,-7.880611e-02,1.517591e-01,6.354792e-02,4.712482e-02,7.822371e-02,2.331537e-01
-3.316708e-02,5.905990e-02,9.757305e-02,-1.254255e-02,-3.684912e-02,2.395091e-01,2.475364e-01,-3.459298e-01,1.455695e-01,2.686008e-01,-1.557197e-01,-7.416771e-02,1.010632e-01
-7.358916e-01,-6.716253e-01,-3.778411e-02,1.672421e-01,4.784573e-01,8.739524e-01,3.971860e-01,7.401721e-01,6.950844e-01,2.731633e-01,2.417410e-02,-1.751712e-01,3.668597e-02
3.879657e-01,3.437249e-01,-1.961501e-01,-1.052668e-01,3.007155e-01,3.184916e-01,-1.123746e-01,6.007784e-02,-3.328095e-01,-6.579105e-02,-1.637250e-01,-3.550651e-02,3.674623e-01
